bitcoin dataset
0.65972587
2.53013
2.424
9.67001491
0.69121544
1.74768788
0.6132
0.9685
2.02415663
0.05848208
0.00456438
0.02130348
0.39802
0.1095
0.087
0.2995772
0.2
0.18109333
0.51000004
0.01012788
0.01012788
0.03000192
6806.41368898
88.81406097
54.51410739
16.5085
25.399
7.3624
1.50199005
6798.03056898
88.31318714
54.40973579
16.5076
25.2425
7.3612
54.19718703
16.5067
7.36
53.92364411
16.50604
7.3584
50.36597457
16.50474
7.3572
50.26369469
16.50408
7.356
45.8021656
16.5035
7.3544
43.54657458
16.5026
7.3532
39.00075603
16.50202
7.352
38.48698316
16.50144
7.3508
37.83927254
16.50086
7.3496
37.15246541
16.50028
7.348
37.02095153
16.4997
7.3464
36.01881139
16.49912
7.3448
32.50996336
16.49822
7.3436
31.99653822
16.49764
7.3424
30.95304693
16.49706
7.3412
26.91917998
16.49648
7.34
26.58403891
16.4959
7.3384
26.01797975
16.49532
7.3372
25.91024599
16.49474
7.336
23.16060999
16.49384
7.3344
22.90072629
16.49326
7.3332
21.82567187
16.49268
7.332
21.6507411
16.4921
7.3306
21.54104611
16.4912
7.3294
21.35286639
16.4903
7.3282
21.24938527
16.48972
7.327
21.11659166
16.48914
7.3258
10.00919533
16.48824
7.3246
9.90081902
16.48766
7.323
6.8445659
16.48708
7.3214
5.64976029
16.48642
7.3202
4.57933935
16.48576
7.3186
4.37327875
16.48486
7.3174
4.26935373
16.4842
7.3162
16.4833
7.315
16.48272
7.3134
16.48214
7.3122
16.48156
7.311
16.48098
7.3098
16.4804
7.3086
16.47974
7.3074
16.47916
7.3062
16.47826
7.305
16.47768
7.3038
16.47678
7.3026
16.4762
7.3014
16.47562
7.3002
16.47496
7.2986
16.47406
7.2974
16.47348
7.2958
16.47258
7.2946
16.47168
7.293
16.47078
7.2918
16.4702
7.2906
16.46962
16.46896
16.46838
16.4678
16.46722
16.4664
16.46582
16.46492
16.46434
16.46376
16.46318
16.4626
16.46202
16.46144
16.46086
16.45996
16.45938
16.45848
16.4579
16.45732
16.45666
16.45608
16.45518
16.45436
16.45362
16.45296
16.45206
16.45116
16.45034
16.44944
16.44854
16.44796
16.44738
16.4468
16.44622
16.44564
16.44506
16.44448
16.44366
16.443
16.4421
16.44152
16.44094
16.44004
16.43946
16.43888
16.43822
16.43764
16.43706
16.43648
16.4359
16.435
16.4341
16.43352
16.4327
16.43204
16.43146
16.4308
16.43022
16.42964
16.42874
16.42784
16.42726
16.42668
16.42578
16.42512
16.42454
16.42396
16.42338
16.42272
16.42214
16.42156
16.42066
16.42008
16.4195
16.41892
16.41802
16.41736
16.41678
16.41588
16.4153
16.4144
16.41358
16.41276
16.41218
16.4116
16.41102
16.41044
16.40986
16.40928
16.4087
16.40812
16.40754
16.40664
16.40606
16.40548
16.40482
16.40424
16.40366
16.40276
16.40218
16.4016
16.40102
16.40012
16.39922
16.39832
16.39774
16.39716
16.39658
16.396
16.39534
16.39444
16.39386
16.39296
16.39206
16.39148
16.3909
16.39
16.38942
16.38876
16.38818
16.3876
16.38694
16.38628
16.38562
16.38496
16.38438
661.80551155
140.1335
91.09984
43.586004
123.50503076
98.47822301
100.77
20.0
100.0
123.50490726
100.90664446
23.775852
15.03665588
6.91
19.438904
9.9986
19.03748
18.480656
98.76202899
14.442676
53.0
5.4389
13.738328
108.7616769
2.12634282
63.57827608
282.98915144
10.51000886
4.7513
77.01516
30.5
56.17
203.08845607
4.9827
47.34196952
59.98775
1.7542
80.6606001
169.8135972
34.81975775
19.348
2.46962061
52.30671248
2.46962061
271.30889627
86.79227786
134.01615249
33.2112053
23.9506
0.531
0.40725
59.57961957
100.0622
49.91605
49.48
48.2865
47.7296
45.2716
45.313525
44.6111
44.17745
44.410425
42.9211001
11.02788817
40.19194214
1.02894033
33.43542393
44.9168633
2.35032699
39.51
0.57164853
38.59548413
38.39214929
36.31365685
36.98016978
123.84868858
30.33976646
5.9405059
21.74378689
7.53254659
4.7
20.13099202
14.66285026
2.2895
8.7167008
0.1
7.9161248
7.915816
7.3171248
7.2154704
1.70625997
5.21036108
87.266456
5.6159704
7.54809592
0.3257209
6.12612435
4.4078504
4.1078504
3.7073504
0.12291135
7.46356784
2.0027328
50.92873749
2.0027328
5.59899062
0.30776507
2.5595192
3.673152
3.22159472
1.31510001
1.49169427
0.71411079
4.999
0.55718447
45.01508416
1.3058504
2.47779233
1.599737
0.5813
1.57226481
1.29414008
50.31671249
0.500424
0.7818
5.356804
0.2617011
1.1100416
3.48549774
0.73356533
0.3997696
0.19978481
8.20556677
910.47920053
661.80551155
499.01879875
11.9771
0.26
13.84729889
37.86025003
35.96016978
17.94407355
19.96360142
1.19608
7.53809592
0.20000015
0.20000006
0.16737972
0.21891939
0.13060055
0.05112068
0.13060055
0.49000001
0.13060055
0.0897
0.05499809
0.04332189
0.49278297
0.46861676
0.05223349
0.10070009
0.19734199
0.03333197
0.31879044
0.13658114
0.04652487
0.02572011
0.14208442
0.02014291
0.1617011
0.02667508
32.85025003
34.79016978
17.24265072
6.52809592
0.15000015
0.47000001
0.48833017
31.85025003
34.28016978
5.48809592
0.38833017
30.85025003
30.23016978
2.29809592
0.21893072
30.22390475
29.22016978
1.24809592
0.11893072
29.17016978
0.22809592
28.15016978
0.21809592
27.95016978
0.11809592
27.93016978
0.02823883
26.48016978
26.41016978
22.50016978
20.96016978
20.86016978
20.36016978
20.19016978
19.17016978
19.10016978
18.90016978
17.90016978
17.84016978
17.66016978
17.13016978
17.11016978
17.06016978
16.95016978
15.91016978
14.89016978
13.89016978
12.88016978
12.66116978
11.50045511
11.24045511
11.21045511
11.04045511
11.00045511
4.88045511
4.51045511
4.08045511
3.83045511
1.27045511
0.95045511
0.84045511
0.66946285
0.61946285
0.43946285
0.12946285
59.935
79.9
248.81431834
5.0
19.99
100.0
3.01
248.981
83.64
6788.35659898
7.9250941
40.0
29.19196259
183.9397574
286.95132101
128.21202219
86.34311128
11.06546855
516.4233
56.5479
70.65628201
10.9172
50.031725
0.75430438
54.0
11.32
11.10851235
25.08741445
14.93991309
2809.51266893
15.45542445
100.0
11.99
126.01822875
4.60496183
80.3688728
76.80281336
162.4793
