bitcoin dataset
3363.83689874
11.9995
97.17773
46.3376282
0.4995
27.12506914
0.0995
11.9995
0.0495
0.0005
15.85482
0.0095
0.0495
0.1495
0.11880784
0.00328335
0.06865392
0.148
0.05865392
9.9595
0.11730784
3.71193108
0.0095
0.0495
0.4521176
18.8441604
0.0195
0.0095
0.0195
0.02807696
0.0095
0.0510248
0.09042328
4.0595
0.00254231
0.05037239
0.1495
0.03363758
0.00139705
0.02566032
0.03188892
3358.65639874
46.29888588
25.99174352
15.85424
0.0795
0.0395
0.04815392
2.9945
0.03680784
0.3016176
0.0095
0.0395
0.02094808
1.502
0.00265488
0.04671701
0.00146724
0.03116984
0.03249047
0.03115682
0.0195
45.79838588
25.88594373
15.85366
0.03765392
0.0095
0.2511176
1.045
0.0495
0.022337
6.850628
0.00277161
0.0429449
0.00154003
0.02862931
0.02065682
0.02276687
45.59788588
25.57260254
15.85308
0.0095
0.1006176
0.03091396
0.00289266
0.0260133
0.00161551
45.39738588
25.45565583
15.85242
0.0495
0.05714484
0.0195
0.00169378
0.02331902
25.25406747
15.85184
0.04345268
3.74677226
0.0395
0.02054357
0.00177495
15.85126
0.02295268
0.8037304
0.01768395
0.00185912
15.85068
0.0401066
0.00194641
0.01473704
0.02266306
15.85002
0.0195
0.00203693
0.01953176
0.0021308
15.84944
0.01630312
0.00222814
15.84878
0.01297354
0.00232908
15.84812
0.00243376
15.84754
15.84696
15.8463
15.84564
15.84498
15.8444
15.84382
15.84316
15.84258
15.842
15.84142
15.84084
15.84018
15.8396
15.83902
15.83844
15.83786
15.8372
15.83662
15.83596
15.83538
15.8348
15.83422
15.83364
15.83298
15.8324
15.83174
15.83116
15.83058
15.83
15.82934
15.82876
15.82818
15.8276
15.82694
15.82628
15.8257
15.82504
15.82438
15.82372
15.82314
15.82256
15.8219
15.82132
15.82066
15.82
15.81942
15.81876
15.81818
15.8176
15.81702
15.81644
15.81586
15.81528
15.8147
15.81404
15.81338
15.8128
15.81222
15.81164
15.81106
15.8104
15.80974
576.66958997
50.01549301
104.7316207
0.5901
2.594093
28.4175
1.31102446
64.8507632
0.0999
70.02511305
17.33209044
47.1272
3.92295909
6.64478555
0.1988848
93.62407333
26.23831083
0.1495
4.9995
88.64357333
14.9995
73.71307333
84.10630435
80.24842
6.9995
73.27792
33.97902477
33.43363333
7.02759733
6.68232666
2.95967609
7.01439199
8.02540131
8.019892
2.624041
8.01776765
2.9995
34.47529297
14.99191215
13.37015333
3.8866152
2.000848
3.47993
2.000848
1.49243
1.99872365
6.2
0.66328266
1.9995
2.66072996
3.56093
3.33841333
1.13580483
3.43418293
1.4995
13.96706622
9.45527933
6.68232666
9.74053806
6.68232666
2.5175
6.77809626
1.4995
6.96242292
9.49857852
8.019892
1.56102452
8.35195733
3.68243
2.93714373
0.0095
9.07410107
5.45166758
5.34476133
5.45639604
4.007196
4.21262018
89.29371868
51.38249538
50.01000806
32.37819667
71.18434514
73.0
1.9801
48.30988998
47.49155
45.2515
2.81930952
0.2395
0.0295
0.0359472
0.0295
0.05144022
0.02522011
0.02522011
0.50334863
0.0247201
0.01016984
0.01014815
131.85
15.0
31.992
17.39064044
1.01430984
1.72
3.31549292
5.44583299
0.2361
2.93586409
15.80916
5.2165
2.91760562
6.80650541
0.2395
0.3832696
0.56372903
0.229
0.0295
0.03638995
0.03638995
0.01016984
0.03094022
0.02516032
0.02988043
0.03460054
15.8085
10.0
41.69
