7.29E-04	0.016518788	0.030985859	0.052249697	0.055041414	0.037113737	0.062579192	0.041070909	0.097871717	0.049187273	0.046641212	0.033622222	0.045834747	0.027438788	0.021171313	0.239021818	0.237906667	0.234087879	0.231647879	0.249183838	0.224687879	0.209908889	0.200515354	0.224437374	0.174867879	0.212244444	0.217350707	0.245286061	0.244546061	0.237200404	0.499649495	0.49949697	0.499705859	0.499485051	0.499429293	0.499558788	0.499502222	0.499466869	0.499558586	0.499613939	0.499434949	0.499503636	0.499595354	0.499650707	0.499650707
0.016491515	4.55E-04	0.023864646	0.044085253	0.043811515	0.037023232	0.049054949	0.039124646	0.085329697	0.043706061	0.038430707	0.026132929	0.037179798	0.023364242	0.031404444	0.228780606	0.22813798	0.223839798	0.221120404	0.240054141	0.212917778	0.197684242	0.187825455	0.212076768	0.161052525	0.199609899	0.205331111	0.235895354	0.235331515	0.22813596	0.499653535	0.49950303	0.499709091	0.499490707	0.499435556	0.499563636	0.499507677	0.499472727	0.499563434	0.499618182	0.49944202	0.499509091	0.499599798	0.499654545	0.499654545
0.031886061	0.024115152	0.001512727	0.026160202	0.040830909	0.041642626	0.035046869	0.019760606	0.061736364	0.039391717	0.027700808	0.024180606	0.027689091	0.025803232	0.049727475	0.216072525	0.215229899	0.209895354	0.207232121	0.230595152	0.197778788	0.183113535	0.172222626	0.199020808	0.143805859	0.185026263	0.190074949	0.223550909	0.222457576	0.213454545	0.499661212	0.499513535	0.499715556	0.49950202	0.499448081	0.499573333	0.499518586	0.499484242	0.499573131	0.499626263	0.499454343	0.49952	0.499608687	0.499662222	0.499662222
5.36E-02	0.044915354	0.027844646	9.33E-04	0.017114545	0.031652121	0.016936364	0.023008283	0.045386465	0.029594747	0.025106465	0.025808485	0.017030505	0.034673939	0.070853333	0.208458384	0.207430909	0.202628081	0.199946667	0.221559596	0.191247677	0.175122828	0.164542626	0.189989293	0.135688283	0.177217778	0.182016768	0.215622626	0.214663434	0.206198384	0.499661212	0.499514747	0.499715556	0.49950202	0.499448081	0.499573333	0.499518586	0.499484242	0.499573131	0.499626263	0.499456162	0.49952	0.499608687	0.499662222	0.499662222
0.055912929	4.44E-02	0.041872525	0.01817697	4.72E-04	0.031225859	0.022002626	0.039811919	0.053953131	0.031371111	0.032135354	0.027483838	0.024627273	0.036308283	0.074409899	0.21671596	0.215754545	0.211533939	0.208850505	0.228552727	0.200264646	0.18303697	0.172160808	0.197479798	0.142577778	0.185531111	0.190406263	0.224392121	0.223487273	0.215858586	0.499653737	0.499505051	0.499709091	0.499490909	0.499435758	0.499563636	0.499508081	0.499472727	0.499563636	0.499618182	0.499446263	0.499509091	0.4996	0.499654545	0.499654545
0.037735758	0.037706263	4.23E-02	0.031246263	0.03078404	5.59E-04	0.039063232	0.047637778	0.080883636	0.043079394	0.045362424	0.026448081	0.023146263	0.022922424	0.047417374	0.236237576	0.235521212	0.231821212	0.22965596	0.244791515	0.222180606	0.204442222	0.194726667	0.217296364	0.166573333	0.207515556	0.212022222	0.242566061	0.242445859	0.236312121	0.499649293	0.499497576	0.499705859	0.49948404	0.499428687	0.499557576	0.49950202	0.499466061	0.499557576	0.499613333	0.499437172	0.499503434	0.499594949	0.499650505	0.499650303
0.063132727	0.049283434	0.035789495	1.67E-02	0.021516364	0.039263232	3.13E-04	0.030013737	0.040452121	0.02601697	0.024692727	0.031070101	0.021455556	0.042272525	0.078138586	0.191529697	0.189261818	0.185707677	0.184866465	0.204362424	0.17621899	0.16324202	0.153512929	0.174712323	0.127337172	0.165161616	0.167121212	0.198673333	0.197245253	0.189880808	0.499668889	0.499525455	0.49972202	0.499513131	0.499460606	0.49958303	0.499529495	0.49949596	0.499582828	0.499634747	0.499467879	0.499530909	0.499617374	0.499669899	0.499669899
0.041166263	0.03916101	0.019491111	0.02262404	3.97E-02	0.047084646	0.029644444	7.35E-05	0.053254545	0.025535354	0.018317576	0.02273697	0.024802424	0.032762828	0.060789697	0.213351919	0.212352929	0.207453131	0.204574545	0.22741798	0.195390303	0.180453939	0.169644848	0.195444242	0.140320202	0.182455556	0.187407879	0.221361616	0.220465253	0.21196202	0.499660808	0.499512323	0.499715556	0.499501616	0.499447677	0.499573333	0.49951798	0.49948404	0.499572929	0.499626263	0.499452121	0.49952	0.499608283	0.499662222	0.499662222
0.098336768	0.085613737	0.062045859	0.045738586	0.053852929	8.10E-02	0.040643636	0.053260404	8.63E-05	0.052795758	0.049779394	0.069001818	0.058788687	0.08167899	0.115880202	0.192158586	0.19156404	0.185694141	0.182637576	0.207994343	0.171476768	0.154532727	0.142430303	0.169545051	0.108399596	0.156992929	0.16129697	0.202325657	0.201321414	0.192000202	0.499665051	0.499520808	0.499718788	0.499507677	0.499454343	0.499578182	0.499524242	0.499490303	0.499578182	0.499630909	0.499463838	0.499525455	0.499613131	0.499666061	0.499666061
0.049202626	0.043498788	0.039230505	0.029387879	0.031270303	0.042854141	2.58E-02	0.025579192	0.052558384	1.63E-04	0.01376	0.026890505	0.03206202	0.034718586	0.066413939	0.23437798	0.234270303	0.228960606	0.225850101	0.245728081	0.216446061	0.195525051	0.183967879	0.21224404	0.150463434	0.198859394	0.205348889	0.242566869	0.241859798	0.233664848	0.499649091	0.499496364	0.499705859	0.499484848	0.499428889	0.499558788	0.499501414	0.499466667	0.499558384	0.499613535	0.499434343	0.499503636	0.499595152	0.499650707	0.499650707
